,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
2468,2,2,7500,23,5,0,2,2,2,3,1257,0,1,4,1266,2,2,6,1,5,0,3,2,2,38,144,9,4,5,176000,528488120
2469,2,2,7200,23,5,0,2,2,2,3,1293,0,1,4,1301,2,2,5,1,2,0,2,2,2,216,121,6,5,4,187750,528488130
2470,2,5,7733,22,0,0,3,2,5,2,1142,0,1,4,1142,1,2,5,0,3,6,1,0,2,4,50,9,4,5,139500,531363080
2474,2,5,13072,22,0,0,3,2,2,3,1158,0,1,4,1158,1,2,5,0,3,4,3,2,2,0,50,6,5,6,158000,531375100
2475,13,5,7800,22,5,172,2,2,2,3,891,0,1,4,1686,2,2,8,0,3,0,0,2,2,144,101,9,4,5,184000,531376030
2477,13,5,8304,22,0,0,3,2,2,3,941,0,1,4,1837,2,4,7,0,3,0,2,2,2,150,165,9,4,13,187000,531379030
2478,13,5,7153,22,0,0,2,2,2,3,761,0,1,4,1603,2,2,7,0,3,0,2,2,2,0,124,9,4,18,175900,531450040
2481,3,5,7175,22,0,0,2,2,2,3,1217,2,1,4,1217,2,2,5,0,3,0,2,2,2,0,64,9,4,19,151000,531452100
2482,13,5,9019,22,0,0,3,2,2,3,636,0,1,4,1320,2,2,6,0,3,0,0,2,2,0,40,9,4,16,150000,531452210
2483,2,4,8900,22,2,0,3,1,5,3,1056,4,1,4,1056,1,4,5,0,3,4,3,1,2,0,42,9,4,44,107000,531478010
2484,2,4,7800,22,1,0,3,1,5,3,828,2,1,4,965,1,4,6,0,3,4,3,1,2,421,0,9,0,45,119900,531479030
2485,2,5,9100,21,1,51,3,1,5,3,988,0,1,4,988,1,4,6,0,3,4,3,2,2,0,0,9,4,48,129500,532351060
2486,0,6,9100,21,1,336,3,1,5,3,1728,4,1,4,1728,2,4,10,0,3,4,3,2,2,0,0,4,0,47,125000,532351090
2487,0,6,8927,21,0,0,3,1,3,4,0,4,1,4,1654,2,4,10,0,3,0,2,2,2,0,0,9,4,33,119500,532351150
2488,2,5,9240,21,1,0,3,1,5,3,864,2,1,4,1211,1,4,6,1,5,4,3,2,2,161,0,9,4,48,144000,532353030
2489,10,5,8471,21,0,46,3,1,2,0,506,4,1,4,1212,1,4,6,1,5,0,3,2,2,292,12,9,4,33,151000,532353180
2490,2,5,9308,21,1,0,3,1,5,3,984,4,1,4,984,1,4,5,0,3,0,3,1,2,0,0,9,4,45,126000,532376080
2491,2,5,8450,21,1,90,3,1,5,3,882,4,1,4,909,1,4,5,0,3,0,3,1,2,0,155,0,4,42,116000,532376180
2493,2,5,13052,21,1,0,3,1,5,3,1024,4,1,4,1024,1,4,5,0,3,0,3,1,2,0,0,9,4,45,120875,532378050
2494,2,5,13526,21,1,114,3,1,5,3,935,4,1,4,935,1,4,5,0,3,0,3,1,2,180,0,9,4,45,137000,532378070
2495,2,5,8020,21,1,0,3,1,5,3,912,4,0,4,912,1,4,6,0,3,6,1,0,2,0,0,9,4,46,124000,532378130
2496,2,5,6993,21,1,0,3,1,5,3,912,4,1,4,1236,1,4,6,1,5,0,3,1,2,0,0,9,4,49,135000,532378160
2497,2,5,8789,21,1,0,3,1,5,2,912,4,1,4,941,1,4,6,1,4,0,3,1,2,64,0,9,4,43,129200,532378220
2500,13,5,11025,17,8,692,2,2,0,1,1334,0,1,4,2462,2,2,9,3,5,0,2,3,2,177,208,9,4,18,334000,533125120
2501,13,5,14541,17,8,0,2,2,2,3,1338,0,1,4,2462,2,2,10,1,5,0,2,3,2,209,55,9,0,17,310000,533127080
2502,13,5,13346,17,5,0,2,2,2,3,1095,0,1,4,2295,2,2,9,1,5,0,2,2,2,0,40,9,4,18,268000,533128030
2503,2,5,12461,17,8,0,2,2,2,3,1624,0,1,4,1624,2,2,5,1,1,0,2,3,2,0,114,9,4,16,262000,533128090
2504,3,2,3628,23,5,0,2,2,2,3,1143,0,1,4,1143,1,2,5,1,2,0,2,2,2,0,191,9,4,6,176400,533206040
2506,14,2,3180,23,5,0,3,2,2,3,600,0,1,4,1200,2,2,4,0,3,4,2,2,2,0,166,9,4,5,151000,533212100
2507,14,2,2544,23,5,0,2,2,2,3,600,0,1,4,1223,2,2,4,0,3,4,2,2,2,0,166,9,4,5,147400,533212110
2509,14,2,3180,23,5,0,2,2,2,3,600,0,1,4,1200,2,2,4,0,3,4,2,2,2,0,166,9,0,5,144152,533212130
2510,14,2,2998,23,0,513,2,2,2,3,756,0,1,4,1524,2,2,4,0,3,4,3,2,2,0,32,9,4,10,166000,533221080
2513,14,2,4447,23,5,0,2,2,2,3,530,0,1,4,1080,2,2,4,0,3,0,2,2,2,0,50,9,4,7,139000,533223110
2514,13,2,8314,23,5,0,2,2,2,3,569,0,1,4,1694,2,2,6,1,5,2,3,1,2,0,382,9,4,13,200000,533241010
2515,2,2,7180,23,8,0,2,2,2,3,1568,0,1,4,1568,2,2,6,1,5,0,2,2,2,0,266,9,4,9,221000,533242030
2516,3,5,9549,27,8,0,2,2,2,0,1494,0,1,4,1494,1,0,6,1,2,0,0,2,2,0,30,9,4,15,270000,533250130
2517,2,5,11250,27,0,0,2,1,2,3,1208,4,1,4,1208,1,4,6,1,5,0,2,2,2,198,42,9,4,33,165000,533252020
2519,3,5,3640,10,8,0,2,1,2,1,1036,4,1,4,1036,1,2,4,1,5,4,0,2,2,133,108,9,4,30,188000,533253050
2521,3,5,3876,10,8,0,2,1,2,1,1226,4,1,4,1226,1,2,4,1,5,0,0,2,2,133,60,9,4,32,170000,533253160
2523,11,5,13110,19,1,144,3,1,2,3,1153,0,1,4,1193,2,4,6,0,3,0,0,2,2,140,153,9,4,38,146500,534125210
2524,10,5,10192,19,5,143,3,1,5,3,570,2,1,4,1920,3,2,8,1,5,0,2,2,2,0,98,9,4,42,170000,534126060
2525,2,5,20781,19,5,0,3,1,5,3,1568,4,1,4,2156,2,4,9,1,2,0,2,2,2,0,80,9,4,42,262500,534127190
2526,13,5,11700,19,0,420,3,1,5,3,708,2,1,4,1416,2,4,7,1,5,0,2,2,2,0,169,9,4,42,179900,534127270
2528,13,5,10400,19,0,288,3,1,5,3,732,2,1,4,1790,1,4,8,1,5,0,2,2,2,148,0,9,4,38,165150,534129230
2529,2,5,10140,19,5,264,3,1,5,3,1334,2,1,4,1334,2,4,7,0,3,0,2,2,2,0,20,9,4,43,164500,534175100
2530,2,5,9600,19,5,168,3,1,5,3,1164,4,1,4,1164,1,4,6,0,3,0,3,2,2,0,0,0,4,41,140000,534176250
2532,2,5,9600,15,1,0,3,1,5,3,1051,2,1,4,1051,1,4,6,0,3,0,2,2,2,0,0,9,4,42,142000,534201230
2533,13,5,8640,15,1,300,3,1,2,2,900,0,1,4,1770,1,4,7,0,3,0,2,2,2,0,60,9,4,42,155000,534201250
2535,2,5,8400,15,1,168,3,1,5,0,1052,2,1,4,1052,1,4,5,0,3,0,2,1,2,356,0,9,4,42,138500,534201280
2537,2,5,9759,15,1,0,3,1,5,3,1051,4,1,4,1051,1,4,6,0,3,0,2,1,2,182,88,9,4,44,124400,534202020
2538,10,5,9600,15,1,140,3,2,5,0,1141,2,1,4,1141,1,4,6,0,3,0,3,1,2,0,78,9,4,43,158000,534202180
2539,2,5,9230,15,1,166,3,1,5,2,864,2,1,4,1200,1,2,6,0,3,4,3,2,2,0,64,9,4,45,146000,534226060
2540,13,5,14803,19,0,252,3,1,5,3,825,2,1,4,1993,2,4,8,1,2,0,2,2,2,0,66,9,4,39,190000,534250300
2541,2,5,10659,15,1,0,3,1,5,3,1050,4,1,4,1050,1,4,6,0,3,0,3,1,2,0,319,0,4,49,136500,534275010
2544,11,5,8800,15,0,0,3,2,5,2,1187,0,1,4,1565,2,2,7,2,5,0,2,1,2,200,25,9,0,45,185900,534400120
2546,2,5,10368,15,0,112,3,1,5,3,1008,0,1,4,1488,1,4,7,1,2,0,0,2,2,154,60,9,4,46,167000,534403400
2547,13,5,9350,15,1,0,3,1,5,3,720,2,1,4,1440,1,4,7,1,4,0,0,2,2,0,32,9,4,46,157500,534403440
2548,11,5,10382,15,0,105,3,1,5,1,588,4,1,4,1095,1,4,6,0,3,0,2,1,2,0,0,3,4,52,140000,534427090
2549,2,5,8973,15,1,85,3,1,5,3,1008,4,1,0,1053,1,0,6,0,3,5,2,2,2,0,80,9,0,52,150000,534428060
2550,2,5,10800,15,1,88,3,1,5,3,1248,0,1,4,1248,1,4,6,0,3,0,3,1,2,0,0,9,4,50,151500,534429130
2551,1,5,8550,15,0,0,3,1,5,3,816,0,1,4,860,1,4,4,1,1,0,3,1,2,228,0,9,4,76,129800,534430050
2552,2,5,11425,15,1,0,3,1,5,3,1008,2,1,4,1008,1,4,4,1,2,0,2,1,2,0,0,9,4,56,137000,534430110
2553,2,5,9724,15,1,0,3,1,5,3,938,0,1,4,1043,1,4,5,1,2,4,3,1,2,125,48,9,4,63,137000,534431030
2554,5,5,4712,3,2,0,3,1,5,3,747,4,1,4,1230,1,4,5,0,3,4,3,1,2,0,57,9,0,64,121600,534451050
2555,1,5,5900,3,2,0,3,2,2,3,440,4,1,0,869,1,1,4,0,3,6,1,0,2,0,0,9,4,87,87550,534451120
2556,1,5,5825,3,2,108,3,2,1,2,600,2,1,4,860,1,4,5,0,3,4,3,2,2,0,0,9,4,84,87550,534451130
2557,5,5,7438,3,1,0,3,2,1,3,504,2,1,4,1252,1,4,5,0,3,0,3,2,2,104,0,9,4,102,127000,534453150
2558,2,5,9600,15,1,0,3,1,5,2,1251,4,1,4,1433,1,4,7,1,2,0,3,2,2,144,0,9,4,49,161000,534455080
2559,2,5,10858,15,1,150,3,1,5,2,1444,0,1,4,1624,1,4,6,1,2,0,2,1,2,0,40,9,5,58,146500,534475160
2560,2,5,9600,15,1,144,3,1,5,3,1056,0,1,0,1216,1,4,7,0,3,0,2,1,2,0,0,9,4,59,135000,534476100
2561,2,5,10680,15,1,44,3,1,5,3,2136,4,0,0,2136,2,4,7,0,3,4,3,2,2,0,30,9,4,59,137900,534477030
2562,5,5,9490,15,0,0,3,1,5,3,806,4,1,0,1578,1,1,5,2,5,0,3,1,2,0,0,9,4,69,133000,534479130
2563,13,5,9462,15,1,0,3,1,5,3,704,2,1,0,1728,1,4,7,1,2,0,3,1,2,245,60,9,4,61,137000,534479240
2564,2,5,9888,15,1,0,3,1,5,3,936,4,1,0,936,1,4,5,0,3,0,3,1,2,0,0,9,4,56,121000,534479300
2565,0,5,8917,15,1,0,3,1,5,3,1584,4,1,4,1584,2,4,8,0,3,4,3,2,2,0,0,9,4,43,119000,535101110
2566,10,5,12700,15,0,0,3,1,5,3,1246,4,1,4,1246,1,4,6,2,2,0,2,2,2,0,69,9,4,46,172000,535103070
2567,2,5,8500,15,1,203,3,1,5,3,1235,4,1,4,1235,1,4,6,0,3,0,3,2,2,0,0,9,0,49,98600,535105160
2568,13,5,14200,15,5,309,3,1,5,3,924,0,1,4,2157,2,2,8,2,2,0,0,2,2,105,66,9,4,44,226000,535125060
2569,2,5,9000,15,1,0,3,1,5,3,936,4,1,4,1128,1,4,5,0,3,0,3,1,2,0,0,9,3,56,118000,535150240
2570,15,5,25419,15,8,0,2,2,5,3,1360,2,1,4,2462,2,2,8,1,0,4,3,2,2,0,16,9,0,92,235000,535150300
2571,2,5,9723,15,0,332,3,1,5,3,1008,4,1,4,1008,1,4,5,0,3,0,2,2,2,0,0,9,4,47,135000,535151080
2573,10,5,8163,15,1,128,3,1,5,0,1144,4,1,4,1144,1,4,6,1,5,0,2,1,2,86,0,9,4,51,143000,535152070
2576,2,5,9610,15,0,632,3,1,5,3,1121,0,1,0,1336,1,4,7,1,5,0,2,2,2,80,0,9,4,52,162000,535177100
2579,2,5,10152,15,0,0,3,1,5,0,1124,0,1,4,1124,1,4,6,1,5,0,0,1,2,0,211,9,4,54,153000,535180020
2582,2,5,8092,15,0,176,3,1,5,3,1050,0,1,4,1050,1,2,6,0,3,0,2,1,2,0,0,9,0,56,156000,535301150
2583,2,5,11310,15,0,0,3,1,5,3,1367,0,1,4,1375,1,4,5,1,5,0,3,2,2,0,30,9,4,56,140000,535303050
2586,10,5,7700,15,1,0,3,1,2,3,301,0,1,0,1145,1,4,6,0,3,4,3,2,2,0,0,9,4,54,127000,535325130
2587,2,5,11050,15,1,0,3,1,5,3,1005,0,1,4,1005,1,4,6,1,5,0,3,1,2,0,0,9,4,54,133500,535325340
2588,2,5,13600,15,1,0,3,1,5,3,1056,2,1,4,1056,1,4,6,0,3,0,0,1,2,0,0,9,4,55,125000,535325350
2589,2,5,15428,15,1,0,3,1,5,3,884,0,1,4,884,1,4,4,0,3,0,0,1,2,0,0,9,4,59,142000,535325450
2590,1,5,21299,15,5,0,2,1,5,3,929,0,1,4,2039,1,4,7,3,2,5,3,3,2,0,0,0,0,69,167000,535325460
2591,2,5,13300,15,1,0,3,1,5,3,1015,2,1,4,1384,1,4,6,0,3,0,3,2,2,75,0,9,4,54,159000,535327210
2592,11,5,22136,20,1,0,3,1,5,2,2171,4,1,4,2462,2,4,10,1,2,0,2,3,0,631,48,9,4,85,180000,535353180
2594,5,5,7000,20,0,0,3,0,1,3,617,2,1,4,1310,2,4,6,0,3,0,3,1,2,0,0,0,4,86,112000,535355100
2595,1,5,10410,20,4,0,3,2,5,3,713,0,1,4,860,1,2,5,0,3,4,3,1,0,0,75,9,4,80,99800,535375040
2596,2,5,5400,20,1,0,3,1,5,3,833,0,1,4,860,1,2,4,0,3,4,3,1,2,0,0,9,4,56,117000,535376090
2597,1,5,5400,20,1,0,3,0,5,3,1073,0,1,4,1073,1,4,4,0,3,4,3,1,2,0,0,9,0,89,108480,535376100
2598,1,5,10914,15,4,0,3,1,5,2,715,1,0,2,860,1,4,4,0,3,4,3,2,0,0,0,9,4,81,87550,535377070
2599,5,5,7008,20,2,0,3,0,1,3,448,0,1,4,860,1,1,5,0,3,0,3,1,2,0,0,9,4,110,87550,535377100
2602,5,5,10818,20,2,0,3,0,1,3,1077,4,1,0,1760,1,4,7,1,5,4,3,2,2,120,0,0,0,100,87550,535380130
2603,5,5,10410,20,4,0,3,2,5,3,672,4,1,4,1214,1,4,6,0,3,4,3,3,2,216,0,9,3,95,105000,535381060
2604,11,5,10800,20,1,0,3,1,5,3,954,4,0,0,2414,2,4,10,1,2,0,3,2,0,142,0,3,4,110,160000,535382020
2606,2,5,8658,15,0,101,3,1,5,3,1088,0,1,4,1324,2,4,6,1,5,0,2,2,2,0,138,9,0,45,160000,535401140
2607,10,5,13400,15,1,1047,3,1,5,0,1024,4,1,4,1086,1,4,6,1,2,0,2,2,2,0,0,9,4,44,159950,535402070
2611,2,5,7800,15,1,0,3,1,5,3,912,4,1,4,912,1,4,5,0,3,0,3,1,2,0,0,9,0,46,115000,535403040
2612,2,5,8910,15,0,0,3,1,5,2,655,0,1,4,1194,1,4,6,1,1,2,0,2,2,0,0,9,4,51,159500,535403150
2615,2,5,10800,15,0,104,3,1,5,3,1313,4,1,4,1773,2,4,6,2,5,0,2,2,2,355,98,9,4,49,183000,535425040
2616,2,5,11650,15,5,58,3,3,3,4,0,2,1,0,1472,2,2,5,1,2,0,3,2,2,0,68,9,4,51,157500,535425050
2617,13,5,18275,15,5,0,3,1,5,1,1438,4,1,4,2448,3,4,9,2,2,0,2,2,2,520,102,9,4,48,277500,535425080
2618,2,5,16321,15,1,0,3,1,5,1,1484,4,1,4,1600,1,4,6,2,2,0,2,1,2,288,258,9,4,53,207500,535426195
2619,5,5,12144,15,2,0,3,1,5,3,910,2,1,4,1521,1,2,6,0,3,4,3,1,2,199,0,9,4,60,147500,535450100
2622,2,5,7200,15,2,0,3,3,3,4,0,4,1,0,1040,1,4,4,0,3,4,3,2,2,0,29,9,4,60,109900,535451210
2628,2,5,7945,15,1,0,3,1,5,3,1150,0,1,0,1150,1,4,6,0,3,0,2,1,2,0,0,9,4,51,141000,535456020
2629,2,5,7000,15,1,0,3,1,5,3,1150,4,1,4,1150,1,4,6,0,3,0,2,1,2,0,0,9,4,49,146000,535457070
2630,13,5,7590,15,0,266,3,1,5,3,660,4,1,4,1348,1,4,6,1,1,0,2,2,2,188,108,9,4,44,155000,535477060
2631,9,5,10205,15,1,0,3,1,5,0,925,4,1,4,999,1,4,6,0,3,0,3,1,2,150,72,9,4,48,134500,535478010
2632,2,5,7400,15,5,0,3,1,5,3,1045,2,1,4,1045,1,4,6,0,3,4,3,2,2,0,0,9,4,48,120000,535478070
2634,11,5,7000,15,1,0,3,1,5,0,1025,4,1,4,1025,1,4,6,0,3,6,1,0,2,96,80,9,4,48,124000,535478110
2635,12,6,9856,20,1,0,2,2,1,3,716,0,1,0,2014,2,4,8,0,3,4,3,2,2,0,72,9,4,110,169000,902100110
2636,12,6,9906,20,2,0,3,1,5,3,686,1,0,4,1328,1,4,8,0,3,4,3,1,2,0,172,9,3,85,107000,902100130
2637,5,6,9600,20,1,264,3,1,5,3,1212,2,1,0,1668,1,4,6,0,3,4,3,1,2,0,0,9,4,62,135000,902101050
2640,12,6,9600,20,5,0,3,0,5,3,728,0,1,4,1641,1,0,6,1,2,4,3,2,2,0,0,9,4,85,178000,902106040
2642,12,6,3960,20,5,0,3,0,5,3,502,4,0,4,1004,1,2,5,1,4,4,3,1,0,280,0,9,4,80,105000,902108060
2643,1,6,5684,20,0,0,3,0,5,3,813,0,1,0,860,1,2,5,0,3,4,3,1,0,0,113,9,4,80,110000,902109010
2644,11,6,7745,20,2,0,2,2,5,3,938,2,0,4,1951,2,1,9,0,3,4,3,2,1,0,6,9,4,110,111500,902110120
2645,1,6,7741,20,0,0,3,0,5,3,1032,2,0,0,1032,1,4,5,0,3,4,3,1,2,0,0,0,0,86,108000,902110130
2646,1,6,5633,20,1,0,3,0,5,3,844,4,1,4,860,1,4,5,0,3,4,3,1,0,50,81,9,4,85,111500,902111010
2647,12,6,9000,20,1,0,3,0,1,3,636,4,1,0,1750,1,0,8,0,3,4,3,1,0,0,0,9,0,130,124000,902125020
2648,2,6,7200,20,2,0,3,1,5,3,576,0,1,4,864,1,4,5,0,3,4,2,1,2,0,0,0,4,60,105000,902128020
2654,5,6,9576,20,0,0,3,1,1,3,770,4,1,4,1182,1,4,5,0,3,4,3,1,2,0,0,9,4,65,120000,902206090
2655,2,6,5820,20,4,0,3,1,5,3,1162,0,1,4,1163,1,4,6,0,3,0,3,1,2,142,98,9,4,55,126175,902207080
2656,1,6,5747,20,4,0,3,2,5,3,798,2,1,4,860,1,1,5,0,3,4,3,1,0,112,0,9,4,90,87550,902207110
2660,15,6,6300,20,5,0,3,0,5,3,1226,0,1,4,2104,2,4,9,0,3,4,3,2,1,0,341,9,4,100,155000,902325100
2661,5,6,5000,20,1,0,3,0,5,3,540,2,0,0,1440,1,4,6,0,3,0,3,1,2,0,0,9,4,110,87550,902325160
2663,12,6,3600,20,0,0,3,1,5,3,684,0,0,0,1368,1,4,7,0,3,4,3,1,0,0,158,9,4,100,114504,902329070
2664,12,6,7200,20,5,0,3,0,1,3,596,0,1,4,1762,1,2,8,0,3,4,3,2,0,36,0,9,4,90,157000,902329090
2665,1,6,11340,20,0,0,3,0,5,3,1200,4,1,0,1200,1,4,7,0,3,4,3,1,2,0,0,9,3,87,125000,902400090
2666,15,6,22950,20,7,0,2,0,5,2,1107,0,1,4,2462,2,0,12,2,5,4,3,3,2,0,260,9,4,118,335000,902400110
2667,0,6,5976,20,1,0,3,2,5,3,624,2,0,0,1248,2,4,8,0,3,6,1,0,0,0,130,9,4,90,93500,902401090
2668,2,6,9750,20,1,0,3,1,5,3,960,0,1,4,960,1,4,5,0,3,4,3,2,2,0,0,9,4,52,125000,902406030
2670,1,5,7446,3,2,0,3,1,5,3,788,4,1,0,860,1,4,4,2,5,6,1,0,2,0,0,9,0,69,100000,903200050
2671,5,5,6435,3,0,0,3,0,5,3,972,2,1,4,1577,1,1,6,1,2,4,3,1,2,0,0,9,4,71,140200,903202120
2672,12,5,11737,3,0,0,3,0,5,3,848,4,0,4,1827,1,4,9,1,2,4,3,1,2,27,36,9,4,86,202500,903206160
2673,5,6,5000,3,0,0,3,1,5,3,1004,0,1,4,1664,2,4,7,2,2,4,3,2,2,0,24,9,4,63,159000,903225090
2674,11,6,7800,20,1,0,3,1,2,2,793,4,1,4,1118,1,4,5,1,2,4,3,2,2,0,0,9,4,71,119900,903229040
2675,5,6,6240,3,0,0,3,2,5,3,816,4,1,4,1176,1,4,6,1,2,4,3,2,2,112,0,9,4,76,114500,903231070
2676,5,6,6240,3,1,0,3,0,2,3,896,2,1,0,1344,1,4,7,0,3,4,3,1,2,200,114,9,4,74,115000,903231190
2677,5,6,6120,3,4,0,2,1,5,3,728,0,1,4,1162,1,4,6,0,3,4,3,1,2,0,24,4,0,80,87550,903231220
2678,1,6,6120,3,1,0,3,0,5,3,768,4,0,4,1015,1,4,6,0,3,4,3,1,2,0,0,9,0,85,88000,903231240
2679,5,6,6240,3,2,0,3,3,3,4,0,2,0,4,912,1,4,3,0,3,6,1,0,0,0,0,9,4,63,87550,903232170
2680,5,6,6240,3,1,0,3,0,5,3,1042,0,1,4,1576,1,4,8,1,2,4,3,1,2,0,0,9,3,82,149000,903233100
2681,5,6,6120,3,1,0,3,0,5,3,741,2,1,4,1324,1,2,7,0,3,4,3,1,2,0,0,9,4,80,110000,903233220
2682,1,6,6000,20,0,0,3,0,5,3,1103,2,1,4,1103,1,2,5,1,2,4,3,2,2,166,120,9,4,85,110500,903234030
2683,1,6,6000,3,1,0,3,1,5,3,616,2,1,4,860,1,4,4,0,3,4,3,1,2,0,0,9,4,89,89000,903235020
2685,1,5,11672,3,1,0,3,0,5,3,816,4,1,0,860,1,4,4,0,3,4,3,1,0,168,0,9,4,85,109000,903400030
2686,5,6,33120,20,0,0,3,1,5,3,1595,4,1,4,2462,2,4,8,1,2,4,3,2,2,0,0,9,4,48,220000,903425190
2688,5,6,5310,20,0,0,3,1,5,3,485,2,1,4,1635,1,2,5,0,3,0,3,1,2,394,0,9,4,100,117000,903430090
2689,1,6,4118,20,2,0,3,1,5,3,693,1,0,0,860,1,1,4,0,3,6,1,0,0,0,20,9,4,69,87550,903430130
2690,5,6,10320,11,2,0,3,0,5,3,596,3,1,1,1430,2,1,7,0,3,4,3,2,2,218,0,9,0,86,107000,903451050
2691,12,6,7518,11,1,0,1,0,1,3,396,2,1,4,1330,1,4,7,0,3,4,3,1,0,0,72,9,4,100,116500,903452090
2692,1,6,9000,11,1,0,3,0,5,3,610,0,0,0,860,1,2,4,0,3,6,1,0,0,0,0,9,0,91,87550,903454020
2693,5,6,8600,11,0,0,3,0,5,3,780,4,1,4,1376,2,4,7,1,2,4,3,1,0,0,0,9,4,73,119500,903454080
2694,5,6,7200,11,1,0,3,1,5,3,803,0,1,4,1360,1,2,6,0,3,4,3,1,2,0,65,9,4,72,125500,903455090
2695,1,6,9786,11,4,0,3,0,5,3,1007,1,0,4,1077,1,4,6,1,2,4,3,1,1,0,100,9,4,88,91000,903456060
2697,1,6,7200,11,0,0,3,0,5,3,984,4,1,1,984,1,4,6,0,3,4,3,1,0,0,0,4,3,80,90000,903458010
2698,5,5,12375,21,1,41,3,1,5,3,806,4,1,4,1422,1,4,7,1,5,4,3,1,2,0,0,9,4,59,137500,904100030
2699,0,5,11136,21,0,0,3,1,5,3,1921,4,1,4,1921,2,4,8,0,3,4,3,2,2,0,180,9,4,46,150000,904100090
2703,1,5,5220,24,1,0,3,0,5,3,830,2,1,4,879,1,4,4,0,3,4,3,1,1,0,108,9,4,74,87550,904302020
2704,2,5,5500,24,5,0,3,2,2,2,1073,0,1,4,1073,2,4,4,0,3,4,3,1,2,0,120,9,4,6,157000,904302030
2707,2,5,8414,21,0,0,3,1,5,3,1059,4,1,4,1068,1,4,6,0,3,0,2,1,2,192,0,9,4,47,154500,905101450
2708,2,5,11327,21,1,305,3,1,5,0,1064,4,1,4,1064,1,4,6,1,5,0,3,2,2,314,48,9,4,43,153600,905103130
2709,10,5,11777,21,1,97,3,1,5,0,1164,0,1,4,1320,1,4,6,2,1,0,2,2,2,160,68,9,0,44,164500,905103140
2710,10,5,10366,21,0,0,3,1,5,0,912,4,1,4,934,1,4,4,0,3,0,3,1,2,77,0,9,4,46,132000,905103180
2711,2,5,9000,21,1,0,3,1,5,3,1059,2,1,4,1059,1,4,6,0,3,0,0,1,2,0,88,9,0,44,142500,905105010
2712,2,5,11553,21,1,188,3,1,5,3,1051,4,1,4,1159,1,4,7,1,1,0,3,1,2,466,0,9,4,42,158000,905106210
2713,13,5,7844,21,0,203,3,1,5,3,672,4,1,4,1400,1,4,6,1,5,0,0,2,2,0,0,9,4,32,149500,905107070
2714,2,5,9535,21,1,450,3,1,5,3,1176,4,1,4,1458,1,4,7,1,5,0,3,2,2,284,0,9,4,43,165000,905107220
2715,2,5,10335,21,1,0,3,1,5,3,1461,2,1,4,1721,2,4,7,1,5,0,2,2,2,0,96,9,4,42,180000,905107240
2716,10,5,7176,21,0,200,3,1,5,1,960,1,1,4,1040,1,4,6,1,1,4,3,2,2,131,0,9,4,32,160500,905107300
2718,0,5,8235,21,1,99,3,1,5,3,1949,4,1,4,1949,2,4,10,0,3,0,2,2,2,32,0,9,4,33,157000,905108120
2720,2,5,13125,21,1,67,3,1,5,3,1134,0,1,4,1803,2,4,8,1,5,0,2,2,2,0,0,9,4,53,155000,905200290
2722,1,5,17529,21,1,65,3,0,5,3,872,1,0,1,872,1,1,5,1,2,4,3,1,0,0,0,9,4,86,105000,905200380
2723,10,5,10246,21,2,0,3,1,5,0,648,0,1,4,960,0,4,3,0,3,0,3,1,2,88,0,9,4,45,145000,905200490
2724,2,5,14175,21,1,0,3,1,5,3,1188,2,1,4,1437,1,4,6,1,5,4,3,2,2,304,0,9,4,54,168000,905201090
2726,2,5,13050,4,1,0,3,1,2,0,1000,0,1,4,1000,1,4,4,2,5,0,3,2,2,238,0,9,4,47,164000,905202210
2727,5,5,15593,4,5,0,2,1,5,3,1304,4,1,4,2287,2,4,7,1,5,0,0,2,2,0,21,9,4,57,225000,905225080
2729,2,5,13350,21,1,0,3,1,5,3,864,4,1,4,894,1,4,5,1,1,0,3,2,2,241,0,9,4,36,142500,905300080
2732,2,5,9375,7,2,0,3,1,5,3,967,0,1,4,1350,1,4,6,1,2,0,2,2,2,237,0,9,4,56,146000,905402110
2735,10,5,19690,7,0,0,2,1,2,0,697,4,1,4,2201,2,2,8,1,2,0,3,2,2,586,236,9,2,44,274970,905426150
2736,12,5,19950,7,0,0,3,2,5,3,672,0,1,4,2009,2,4,8,2,2,5,3,3,1,0,42,9,4,82,235000,905427010
2739,2,5,12048,7,1,232,3,3,3,4,0,2,1,4,1488,1,4,7,1,0,0,2,2,2,0,189,9,4,58,135000,905451050
2741,5,5,9525,7,0,0,3,1,5,3,994,2,1,4,1855,2,4,7,0,3,0,3,1,2,182,0,9,4,56,136900,905452140
2743,2,5,6420,7,1,0,3,2,0,2,980,1,1,0,1148,1,4,6,0,3,4,3,1,2,0,0,9,4,58,123500,905475150
2747,13,5,12128,22,0,232,2,1,2,3,868,0,1,4,2462,2,0,9,1,5,0,2,2,2,0,245,9,0,21,209000,906204180
2750,13,5,11003,5,5,0,2,2,2,3,1308,0,1,4,1876,2,2,7,0,3,2,2,3,2,0,40,6,5,5,229800,906380110
