,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Half_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Latitude,Age_of_Property,Sale_Price,PID
2463,13,2,23,8,0,2,2,2,2,1095,2,1,4,1939,2,1,2,8,1,2,0,2,3,2,192,51,6,5,42.052346,4,266000,528480070
2466,13,2,23,5,0,2,2,2,3,770,0,1,4,1576,2,1,2,6,0,3,0,2,2,2,0,50,6,5,42.051382,4,197000,528480150
2467,2,2,23,0,68,2,2,2,3,1262,2,1,4,1262,2,0,2,5,0,3,0,0,2,2,0,120,6,5,42.051245,4,185000,528488110
2468,2,2,23,5,0,2,2,2,3,1257,0,1,4,1266,2,0,2,6,1,5,0,3,2,2,38,144,9,4,42.051225,5,176000,528488120
2469,2,2,23,5,0,2,2,2,3,1293,0,1,4,1301,2,0,2,5,1,2,0,2,2,2,216,121,6,5,42.051224,4,187750,528488130
2470,2,5,22,0,0,3,2,5,2,1142,0,1,4,1142,1,1,2,5,0,3,6,1,0,2,4,50,9,4,42.037843,5,139500,531363080
2471,2,5,22,5,118,2,2,2,0,1400,0,1,4,1400,2,0,2,6,0,3,0,2,2,2,144,55,6,5,42.036149,5,186800,531367010
2472,2,5,22,0,0,3,2,2,3,1131,0,1,4,1131,1,1,2,6,0,3,6,1,0,2,0,39,6,5,42.037915,5,132000,531375060
2476,13,5,22,5,96,2,2,2,3,784,0,1,4,1585,2,1,2,7,0,3,0,2,2,2,100,77,9,4,42.03718,5,184900,531376050
2478,13,5,22,0,0,2,2,2,3,761,0,1,4,1603,2,1,2,7,0,3,0,2,2,2,0,124,9,4,42.034595,18,175900,531450040
2479,13,5,22,0,0,2,2,2,3,836,0,1,4,1731,2,1,2,7,0,3,0,2,2,2,307,85,9,3,42.03674,18,248500,531451290
2481,3,5,22,0,0,2,2,2,3,1217,2,1,4,1217,2,0,2,5,0,3,0,2,2,2,0,64,9,4,42.035629,19,151000,531452100
2483,2,4,22,2,0,3,1,5,3,1056,4,1,4,1056,1,0,4,5,0,3,4,3,1,2,0,42,9,4,42.035795,44,107000,531478010
2484,2,4,22,1,0,3,1,5,3,828,2,1,4,965,1,0,4,6,0,3,4,3,1,2,421,0,9,0,42.035235,45,119900,531479030
2485,2,5,21,1,51,3,1,5,3,988,0,1,4,988,1,0,4,6,0,3,4,3,2,2,0,0,9,4,42.036051,48,129500,532351060
2486,0,6,21,1,336,3,1,5,3,1728,4,1,4,1728,2,0,4,10,0,3,4,3,2,2,0,0,4,0,42.036087,47,125000,532351090
2487,0,6,21,0,0,3,1,3,4,0,4,1,4,1654,2,0,4,10,0,3,0,2,2,2,0,0,9,4,42.036206,33,119500,532351150
2488,2,5,21,1,0,3,1,5,3,864,2,1,4,1211,1,0,4,6,1,5,4,3,2,2,161,0,9,4,42.035302,48,144000,532353030
2489,10,5,21,0,46,3,1,2,0,506,4,1,4,1212,1,0,4,6,1,5,0,3,2,2,292,12,9,4,42.035094,33,151000,532353180
2490,2,5,21,1,0,3,1,5,3,984,4,1,4,984,1,0,4,5,0,3,0,3,1,2,0,0,9,4,42.034692,45,126000,532376080
2491,2,5,21,1,90,3,1,5,3,882,4,1,4,909,1,0,4,5,0,3,0,3,1,2,0,155,0,4,42.035696,42,116000,532376180
2492,2,5,21,1,0,3,2,5,3,925,2,1,4,925,1,0,4,5,0,3,4,3,2,2,203,74,9,4,42.035841,47,133500,532376250
2493,2,5,21,1,0,3,1,5,3,1024,4,1,4,1024,1,1,4,5,0,3,0,3,1,2,0,0,9,4,42.035325,45,120875,532378050
2494,2,5,21,1,114,3,1,5,3,935,4,1,4,935,1,0,4,5,0,3,0,3,1,2,180,0,9,4,42.035536,45,137000,532378070
2495,2,5,21,1,0,3,1,5,3,912,4,0,4,912,1,0,4,6,0,3,6,1,0,2,0,0,9,4,42.03457,46,124000,532378130
2497,2,5,21,1,0,3,1,5,2,912,4,1,4,941,1,0,4,6,1,4,0,3,1,2,64,0,9,4,42.034663,43,129200,532378220
2499,13,5,17,8,284,2,1,2,3,1288,0,1,4,2417,2,1,2,9,1,5,0,3,2,2,127,82,9,4,42.045763,19,260000,533110130
2501,13,5,17,8,0,2,2,2,3,1338,0,1,4,2480,2,1,2,10,1,5,0,2,3,2,209,55,9,0,42.048371,17,310000,533127080
2502,13,5,17,5,0,2,2,2,3,1095,0,1,4,2295,2,1,2,9,1,5,0,2,2,2,0,40,9,4,42.047997,18,268000,533128030
2504,3,2,23,5,0,2,2,2,3,1143,0,1,4,1143,1,1,2,5,1,2,0,2,2,2,0,191,9,4,42.047592,6,176400,533206040
2505,3,2,23,8,0,2,2,2,3,1247,0,1,4,1247,1,1,2,4,1,2,0,0,2,2,0,84,9,4,42.04768,5,197000,533208050
2506,14,2,23,5,0,3,2,2,3,600,0,1,4,1200,2,1,2,4,0,3,4,2,2,2,0,166,9,4,42.047665,5,151000,533212100
2507,14,2,23,5,0,2,2,2,3,600,0,1,4,1223,2,1,2,4,0,3,4,2,2,2,0,166,9,4,42.047642,5,147400,533212110
2508,14,2,23,5,0,2,2,2,3,600,0,1,4,1223,2,1,2,4,0,3,4,2,2,2,0,166,9,4,42.047618,5,149900,533212120
2509,14,2,23,5,0,2,2,2,3,600,0,1,4,1200,2,1,2,4,0,3,4,2,2,2,0,166,9,0,42.047595,5,144152,533212130
2512,14,2,23,5,0,2,2,2,3,673,0,1,4,1382,2,1,2,6,0,3,4,3,2,2,153,50,9,4,42.046127,10,165000,533223080
2513,14,2,23,5,0,2,2,2,3,530,0,1,4,1080,2,1,2,4,0,3,0,2,2,2,0,50,9,4,42.046107,7,139000,533223110
2518,3,5,10,8,0,2,1,2,1,1235,2,1,4,1235,1,0,4,4,3,5,0,0,2,2,133,78,9,4,42.042369,30,214000,533253030
2519,3,5,10,8,0,2,1,2,1,1036,4,1,4,1036,1,0,2,4,1,5,4,0,2,2,133,108,9,4,42.042481,30,188000,533253050
2521,3,5,10,8,0,2,1,2,1,1226,4,1,4,1226,1,0,2,4,1,5,0,0,2,2,133,60,9,4,42.043351,32,170000,533253160
2522,2,5,27,3,0,2,1,0,1,1842,2,1,4,1842,0,1,2,5,1,2,0,0,3,2,857,72,9,4,42.037409,29,345474,533350050
2525,2,5,19,5,0,3,1,5,3,1568,4,1,4,2156,2,0,4,9,1,2,0,2,2,2,0,80,9,4,42.048997,42,262500,534127190
2526,13,5,19,0,420,3,1,5,3,708,2,1,4,1416,2,1,4,7,1,5,0,2,2,2,0,169,9,4,42.048602,42,179900,534127270
2527,13,5,19,0,220,3,1,5,2,1054,4,1,4,2480,2,1,2,9,1,2,0,3,2,2,0,65,9,4,42.046472,42,250000,534128210
2529,2,5,19,5,264,3,1,5,3,1334,2,1,4,1334,2,0,4,7,0,3,0,2,2,2,0,20,9,4,42.043548,43,164500,534175100
2530,2,5,19,5,168,3,1,5,3,1164,4,1,4,1164,1,1,4,6,0,3,0,3,2,2,0,0,0,4,42.044669,41,140000,534176250
2531,10,5,15,1,0,3,2,5,0,980,2,1,4,980,2,0,4,6,0,3,0,0,1,2,68,0,9,4,42.046496,43,135500,534201130
2535,2,5,15,1,168,3,1,5,0,1052,2,1,4,1052,1,1,4,5,0,3,0,2,1,2,356,0,9,4,42.045885,42,138500,534201280
2536,9,5,15,1,0,3,1,2,1,833,2,1,4,898,1,0,4,6,0,3,0,2,1,2,143,0,9,4,42.045878,42,140000,534201300
2537,2,5,15,1,0,3,1,5,3,1051,4,1,4,1051,1,0,4,6,0,3,0,2,1,2,182,88,9,4,42.04795,44,124400,534202020
2538,10,5,15,1,140,3,2,5,0,1141,2,1,4,1141,1,0,4,6,0,3,0,3,1,2,0,78,9,4,42.04657,43,158000,534202180
2539,2,5,15,1,166,3,1,5,2,864,2,1,4,1200,1,1,2,6,0,3,4,3,2,2,0,64,9,4,42.045685,45,146000,534226060
2541,2,5,15,1,0,3,1,5,3,1050,4,1,4,1050,1,0,4,6,0,3,0,3,1,2,0,319,0,4,42.043214,49,136500,534275010
2543,0,5,15,1,122,3,1,5,3,1626,0,1,4,1712,2,0,4,8,0,3,0,0,2,2,272,54,9,3,42.042114,51,145000,534276230
2544,11,5,15,0,0,3,2,5,2,1187,0,1,4,1565,2,0,2,7,2,5,0,2,1,2,200,25,9,0,42.040072,45,185900,534400120
2546,2,5,15,0,112,3,1,5,3,1008,0,1,4,1488,1,1,4,7,1,2,0,0,2,2,154,60,9,4,42.04102,46,167000,534403400
2547,13,5,15,1,0,3,1,5,3,720,2,1,4,1440,1,1,4,7,1,4,0,0,2,2,0,32,9,4,42.0414084,46,157500,534403440
2548,11,5,15,0,105,3,1,5,1,588,4,1,4,1095,1,0,4,6,0,3,0,2,1,2,0,0,3,4,42.041314,52,140000,534427090
2550,2,5,15,1,88,3,1,5,3,1248,0,1,4,1248,1,0,4,6,0,3,0,3,1,2,0,0,9,4,42.040143,50,151500,534429130
2551,1,5,15,0,0,3,1,5,3,816,0,1,4,861,1,0,4,4,1,1,0,3,1,2,228,0,9,4,42.039195,76,129800,534430050
2552,2,5,15,1,0,3,1,5,3,1008,2,1,4,1008,1,0,4,4,1,2,0,2,1,2,0,0,9,4,42.038351,56,137000,534430110
2553,2,5,15,1,0,3,1,5,3,938,0,1,4,1043,1,0,4,5,1,2,4,3,1,2,125,48,9,4,42.039202,63,137000,534431030
2555,1,5,3,2,0,3,2,2,3,440,4,1,0,869,1,0,1,4,0,3,6,1,0,2,0,0,9,4,42.03537,87,87000,534451120
2556,1,5,3,2,108,3,2,1,2,600,2,1,4,861,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.035379,84,87000,534451130
2557,5,5,3,1,0,3,2,1,3,504,2,1,4,1252,1,0,4,5,0,3,0,3,2,2,104,0,9,4,42.035666,102,127000,534453150
2558,2,5,15,1,0,3,1,5,2,1251,4,1,4,1433,1,0,4,7,1,2,0,3,2,2,144,0,9,4,42.0380632,49,161000,534455080
2559,2,5,15,1,150,3,1,5,2,1444,0,1,4,1624,1,0,4,6,1,2,0,2,1,2,0,40,9,5,42.034612,58,146500,534475160
2560,2,5,15,1,144,3,1,5,3,1056,0,1,0,1216,1,0,4,7,0,3,0,2,1,2,0,0,9,4,42.036024,59,135000,534476100
2561,2,5,15,1,44,3,1,5,3,2136,4,0,0,2136,2,0,4,7,0,3,4,3,2,2,0,30,9,4,42.037463,59,137900,534477030
2562,5,5,15,0,0,3,1,5,3,806,4,1,0,1578,1,0,1,5,2,5,0,3,1,2,0,0,9,4,42.034831,69,133000,534479130
2564,2,5,15,1,0,3,1,5,3,936,4,1,0,936,1,0,4,5,0,3,0,3,1,2,0,0,9,4,42.037247,56,121000,534479300
2565,0,5,15,1,0,3,1,5,3,1584,4,1,4,1584,2,0,4,8,0,3,4,3,2,2,0,0,9,4,42.0493,43,119000,535101110
2566,10,5,15,0,0,3,1,5,3,1246,4,1,4,1246,1,0,4,6,2,2,0,2,2,2,0,69,9,4,42.049031,46,172000,535103070
2567,2,5,15,1,203,3,1,5,3,1235,4,1,4,1235,1,0,4,6,0,3,0,3,2,2,0,0,9,0,42.04665,49,98600,535105160
2568,13,5,15,5,309,3,1,5,3,924,0,1,4,2157,2,1,2,8,2,2,0,0,2,2,105,66,9,4,42.048528,44,226000,535125060
2569,2,5,15,1,0,3,1,5,3,936,4,1,4,1128,1,0,4,5,0,3,0,3,1,2,0,0,9,3,42.0422973,56,118000,535150240
2570,15,5,15,8,0,2,2,5,3,1360,2,1,4,2480,2,0,2,8,1,0,4,3,2,2,0,16,9,0,42.042156,92,235000,535150300
2572,0,5,15,1,120,3,1,5,0,1106,4,1,4,1190,1,0,4,6,0,3,0,3,2,2,0,18,9,4,42.044735,48,132500,535151130
2574,2,5,15,1,0,3,1,1,2,1179,2,1,4,1364,1,1,4,6,1,2,0,2,1,2,0,60,9,4,42.04498,53,132000,535152280
2575,2,5,15,0,175,3,1,5,3,1383,4,1,4,1383,1,1,4,7,0,3,0,2,1,2,0,45,9,4,42.044975,50,145250,535176050
2576,2,5,15,0,632,3,1,5,3,1121,0,1,0,1336,1,1,4,7,1,5,0,2,2,2,80,0,9,4,42.044254,52,162000,535177100
2577,10,5,15,1,272,3,1,5,0,1058,0,1,4,1370,1,0,4,6,1,5,1,2,1,2,191,0,9,4,42.042105,54,148000,535178100
2578,2,5,15,1,0,3,1,5,3,1092,4,1,0,1092,1,0,4,6,1,5,0,0,1,2,268,0,9,4,42.043626,53,141000,535179050
2579,2,5,15,0,0,3,1,5,0,1124,0,1,4,1124,1,0,4,6,1,5,0,0,1,2,0,211,9,4,42.0427,54,153000,535180020
2580,2,5,15,1,64,3,1,5,3,1070,4,1,4,1236,1,0,2,6,1,1,0,3,1,2,0,0,9,4,42.042905,53,134450,535180070
2581,0,5,15,1,0,3,1,2,1,943,4,1,4,943,1,0,4,4,2,5,4,3,2,2,42,0,9,4,42.041821,31,135960,535301010
2583,2,5,15,0,0,3,1,5,3,1367,0,1,4,1375,1,0,4,5,1,5,0,3,2,2,0,30,9,4,42.040252,56,140000,535303050
2584,2,5,15,1,0,3,1,5,3,1008,0,1,0,1008,1,0,4,4,0,3,0,2,1,2,0,154,9,4,42.039447,58,139500,535304020
2585,2,5,15,0,522,3,1,5,3,216,4,1,4,1575,1,1,2,5,1,2,0,3,2,2,0,0,9,4,42.038357,59,155000,535305120
2586,10,5,15,1,0,3,1,2,3,301,0,1,0,1145,1,0,4,6,0,3,4,3,2,2,0,0,9,4,42.039387,54,127000,535325130
2587,2,5,15,1,0,3,1,5,3,1005,0,1,4,1005,1,0,4,6,1,5,0,3,1,2,0,0,9,4,42.038602,54,133500,535325340
2588,2,5,15,1,0,3,1,5,3,1056,2,1,4,1056,1,1,4,6,0,3,0,0,1,2,0,0,9,4,42.0383475,55,125000,535325350
2590,1,5,15,5,0,2,1,5,3,929,0,1,4,2039,1,1,4,7,3,2,5,3,3,2,0,0,0,0,42.040276,69,167000,535325460
2591,2,5,15,1,0,3,1,5,3,1015,2,1,4,1384,1,0,4,6,0,3,0,3,2,2,75,0,9,4,42.039351,54,159000,535327210
2593,5,5,15,0,0,3,1,5,3,784,0,1,0,1312,1,1,4,6,0,3,4,3,2,2,0,28,9,4,42.034617,63,127000,535354130
2594,5,5,20,0,0,3,0,1,3,617,2,1,4,1310,2,0,4,6,0,3,0,3,1,2,0,0,0,4,42.0347269,86,112000,535355100
2595,1,5,20,4,0,3,2,5,3,713,0,1,4,861,1,0,2,5,0,3,4,3,1,0,0,75,9,4,42.0378602,80,99800,535375040
2596,2,5,20,1,0,3,1,5,3,833,0,1,4,861,1,0,2,4,0,3,4,3,1,2,0,0,9,4,42.0371796,56,117000,535376090
2598,1,5,15,4,0,3,1,5,2,715,1,0,2,861,1,0,4,4,0,3,4,3,2,0,0,0,9,4,42.037097,81,87000,535377070
2600,1,5,20,1,0,3,0,5,3,1120,0,1,4,1130,1,0,4,5,1,2,4,3,2,2,229,0,9,4,42.0358,90,120000,535379100
2601,12,5,20,0,0,3,1,5,3,663,0,1,4,1595,2,0,4,7,1,2,4,3,2,2,49,0,9,4,42.0367836,95,155500,535380010
2602,5,5,20,2,0,3,0,1,3,1077,4,1,0,1760,1,1,4,7,1,5,4,3,2,2,120,0,0,0,42.035857,100,87000,535380130
2603,5,5,20,4,0,3,2,5,3,672,4,1,4,1214,1,0,4,6,0,3,4,3,3,2,216,0,9,3,42.034574,95,105000,535381060
2604,11,5,20,1,0,3,1,5,3,954,4,0,0,2414,2,0,4,10,1,2,0,3,2,0,142,0,3,4,42.035277,110,160000,535382020
2605,5,5,20,1,0,3,1,1,3,796,2,1,4,1466,2,0,2,7,1,5,0,3,2,2,436,21,9,4,42.034761,74,170000,535382130
2609,5,5,15,0,0,3,1,5,3,912,4,1,4,1734,1,1,2,7,1,2,0,2,2,2,0,0,9,4,42.040081,48,159000,535402220
2610,2,5,15,0,161,3,1,5,3,1135,0,1,4,1207,1,1,4,6,0,3,0,2,1,2,0,240,9,4,42.040297,48,147000,535402230
2613,2,5,15,0,207,3,1,5,3,864,0,1,4,864,1,0,2,4,0,3,0,3,1,2,168,0,9,0,42.038497,51,120000,535403200
2614,2,5,15,1,0,3,1,5,3,816,4,1,0,861,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.038297,53,129900,535404080
2615,2,5,15,0,104,3,1,5,3,1313,4,1,4,1773,2,0,4,6,2,5,0,2,2,2,355,98,9,4,42.041874,49,183000,535425040
2617,13,5,15,5,0,3,1,5,1,1438,4,1,4,2448,3,0,4,9,2,2,0,2,2,2,520,102,9,4,42.040768,48,277500,535425080
2620,5,5,15,2,0,3,1,5,3,720,4,0,0,1192,1,1,4,6,0,3,6,1,0,2,0,0,9,0,42.035782,61,135000,535450180
2621,2,5,15,1,0,3,1,3,4,0,4,1,1,1040,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.035996,60,109500,535451190
2622,2,5,15,2,0,3,3,3,4,0,4,1,0,1040,1,0,4,4,0,3,4,3,2,2,0,29,9,4,42.036099,60,109900,535451210
2623,2,5,15,1,0,3,1,5,3,1040,4,1,0,1040,1,0,4,6,0,3,0,2,1,2,140,0,9,4,42.036053,51,133700,535453160
2624,0,5,15,4,0,3,3,3,4,0,1,0,1,1040,2,0,4,6,0,3,4,3,2,2,0,0,9,4,42.034805,60,87000,535454030
2626,0,5,15,4,0,3,1,3,4,0,2,0,1,1040,2,0,4,6,0,3,4,3,2,2,0,0,9,4,42.034662,60,93500,535454060
2628,2,5,15,1,0,3,1,5,3,1150,0,1,0,1150,1,0,4,6,0,3,0,2,1,2,0,0,9,4,42.034757,51,141000,535456020
2629,2,5,15,1,0,3,1,5,3,1150,4,1,4,1150,1,0,4,6,0,3,0,2,1,2,0,0,9,4,42.034708,49,146000,535457070
2630,13,5,15,0,266,3,1,5,3,660,4,1,4,1348,1,1,4,6,1,1,0,2,2,2,188,108,9,4,42.036792,44,155000,535477060
2631,9,5,15,1,0,3,1,5,0,925,4,1,4,999,1,0,4,6,0,3,0,3,1,2,150,72,9,4,42.03548,48,134500,535478010
2633,2,5,15,1,0,3,1,5,3,864,2,1,4,864,1,0,4,5,0,3,0,3,1,2,0,0,9,4,42.034753,48,105000,535478090
2634,11,5,15,1,0,3,1,5,0,1025,4,1,4,1025,1,0,4,6,0,3,6,1,0,2,96,80,9,4,42.0345614,48,124000,535478110
2636,12,6,20,2,0,3,1,5,3,686,1,0,4,1328,1,0,4,8,0,3,4,3,1,2,0,172,9,3,42.0334994,85,107000,902100130
2637,5,6,20,1,264,3,1,5,3,1212,2,1,0,1668,1,0,4,6,0,3,4,3,1,2,0,0,9,4,42.033385,62,135000,902101050
2638,5,6,20,2,0,3,2,5,3,1147,4,0,4,1657,1,0,1,9,1,5,4,3,1,0,0,0,9,4,42.032144,90,111500,902103090
2639,5,6,20,0,0,3,0,5,3,780,0,1,4,1416,1,0,2,7,0,3,4,3,2,2,0,24,9,4,42.032346,110,156500,902104020
2641,12,6,20,5,0,3,4,5,3,712,2,1,4,1428,1,0,4,7,0,3,4,0,2,2,264,0,9,4,42.031506,110,139900,902106090
2645,1,6,20,0,0,3,0,5,3,1032,2,0,0,1032,1,0,4,5,0,3,4,3,1,2,0,0,0,0,42.030463,86,108000,902110130
2646,1,6,20,1,0,3,0,5,3,844,4,1,4,861,1,0,4,5,0,3,4,3,1,0,50,81,9,4,42.031196,85,111500,902111010
2648,2,6,20,2,0,3,1,5,3,576,0,1,4,864,1,0,4,5,0,3,4,2,1,2,0,0,0,4,42.0330459,60,105000,902128020
2650,12,6,20,4,0,3,0,5,2,738,2,1,0,1376,1,0,4,7,0,3,4,3,1,0,0,0,9,4,42.030267,105,96900,902134060
2651,11,6,20,1,0,3,1,5,0,960,4,1,0,960,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.032064,55,135500,902204060
2654,5,6,20,0,0,3,1,1,3,770,4,1,4,1182,1,1,4,5,0,3,4,3,1,2,0,0,9,4,42.030368,65,120000,902206090
2655,2,6,20,4,0,3,1,5,3,1162,0,1,4,1163,1,0,4,6,0,3,0,3,1,2,142,98,9,4,42.03146,55,126175,902207080
2657,11,6,20,0,0,3,4,1,3,1020,2,0,2,1928,2,0,1,9,0,3,4,3,1,2,0,60,9,4,42.029142,100,137000,902301120
2658,12,6,20,2,0,3,0,5,3,1095,1,0,4,1774,2,0,4,8,0,3,5,3,3,0,0,0,9,4,42.027993,110,87000,902305090
2659,15,6,20,5,0,3,0,2,2,880,1,0,4,1768,1,1,4,6,2,5,4,3,2,0,0,341,9,4,42.029136,96,163000,902325050
2660,15,6,20,5,0,3,0,5,3,1226,0,1,4,2104,2,0,4,9,0,3,4,3,2,1,0,341,9,4,42.028951,100,155000,902325100
2661,5,6,20,1,0,3,0,5,3,540,2,0,0,1440,1,0,4,6,0,3,0,3,1,2,0,0,9,4,42.029281,110,87000,902325160
2662,15,6,20,5,0,3,0,5,3,815,0,1,4,1690,1,0,4,7,1,2,4,3,1,2,0,0,5,4,42.027953,94,144000,902328100
2663,12,6,20,0,0,3,1,5,3,684,0,0,0,1368,1,0,4,7,0,3,4,3,1,0,0,158,9,4,42.0281148,100,114504,902329070
2664,12,6,20,5,0,3,0,1,3,596,0,1,4,1762,1,1,2,8,0,3,4,3,2,0,36,0,9,4,42.027953,90,157000,902329090
2666,15,6,20,7,0,2,0,5,2,1107,0,1,4,2480,2,1,0,12,2,5,4,3,3,2,0,260,9,4,42.029025,118,345474,902400110
2667,0,6,20,1,0,3,2,5,3,624,2,0,0,1248,2,0,4,8,0,3,6,1,0,0,0,130,9,4,42.027992,90,93500,902401090
2668,2,6,20,1,0,3,1,5,3,960,0,1,4,960,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.0272703,52,125000,902406030
2670,1,5,3,2,0,3,1,5,3,788,4,1,0,861,1,0,4,4,2,5,6,1,0,2,0,0,9,0,42.03405,69,100000,903200050
2671,5,5,3,0,0,3,0,5,3,972,2,1,4,1577,1,0,1,6,1,2,4,3,1,2,0,0,9,4,42.03179,71,140200,903202120
2672,12,5,3,0,0,3,0,5,3,848,4,0,4,1827,1,0,4,9,1,2,4,3,1,2,27,36,9,4,42.030786,86,202500,903206160
2673,5,6,3,0,0,3,1,5,3,1004,0,1,4,1664,2,0,4,7,2,2,4,3,2,2,0,24,9,4,42.033306,63,159000,903225090
2674,11,6,20,1,0,3,1,2,2,793,4,1,4,1118,1,0,4,5,1,2,4,3,2,2,0,0,9,4,42.033369,71,119900,903229040
2676,5,6,3,1,0,3,0,2,3,896,2,1,0,1344,1,0,4,7,0,3,4,3,1,2,200,114,9,4,42.031499,74,115000,903231190
2677,5,6,3,4,0,2,1,5,3,728,0,1,4,1162,1,0,4,6,0,3,4,3,1,2,0,24,4,0,42.032396,80,87000,903231220
2679,5,6,3,2,0,3,3,3,4,0,2,0,4,912,1,0,4,3,0,3,6,1,0,0,0,0,9,4,42.031415,63,87000,903232170
2681,5,6,3,1,0,3,0,5,3,741,2,1,4,1324,1,0,2,7,0,3,4,3,1,2,0,0,9,4,42.032418,80,110000,903233220
2682,1,6,20,0,0,3,0,5,3,1103,2,1,4,1103,1,0,2,5,1,2,4,3,2,2,166,120,9,4,42.032417,85,110500,903234030
2685,1,5,3,1,0,3,0,5,3,816,4,1,0,861,1,0,4,4,0,3,4,3,1,0,168,0,9,4,42.029526,85,109000,903400030
2686,5,6,20,0,0,3,1,5,3,1595,4,1,4,2480,2,0,4,8,1,2,4,3,2,2,0,0,9,4,42.02686,48,220000,903425190
2687,11,5,3,2,160,3,1,5,0,960,4,0,4,960,1,0,4,6,0,3,4,3,2,2,0,288,9,4,42.028544,40,129000,903425340
2688,5,6,20,0,0,3,1,5,3,485,2,1,4,1635,1,0,2,5,0,3,0,3,1,2,394,0,9,4,42.026886,100,117000,903430090
2690,5,6,11,2,0,3,0,5,3,596,3,1,1,1430,2,0,1,7,0,3,4,3,2,2,218,0,9,0,42.025258,86,107000,903451050
2691,12,6,11,1,0,1,0,1,3,396,2,1,4,1330,1,0,4,7,0,3,4,3,1,0,0,72,9,4,42.025459,100,116500,903452090
2692,1,6,11,1,0,3,0,5,3,610,0,0,0,861,1,0,2,4,0,3,6,1,0,0,0,0,9,0,42.0249549,91,87000,903454020
2695,1,6,11,4,0,3,0,5,3,1007,1,0,4,1077,1,0,4,6,1,2,4,3,1,1,0,100,9,4,42.023117,88,91000,903456060
2696,11,6,11,0,0,3,1,5,0,520,2,0,4,861,1,0,4,5,0,3,6,1,0,0,53,0,9,4,42.022825,75,87000,903456090
2699,0,5,21,0,0,3,1,5,3,1921,4,1,4,1921,2,0,4,8,0,3,4,3,2,2,0,180,9,4,42.034576,46,150000,904100090
2700,2,5,21,1,0,3,3,3,4,0,4,1,0,1640,1,0,4,7,1,2,0,2,2,2,0,0,9,4,42.033296,60,131000,904100170
2701,10,5,4,1,120,3,1,5,0,1062,0,1,1,1352,1,0,2,6,0,3,2,3,1,2,168,0,9,0,42.0331453,52,130000,904101040
2702,1,5,7,1,0,3,3,3,4,0,4,0,4,1032,1,0,4,6,1,5,4,3,1,2,0,0,9,4,42.0277962,75,125000,904301410
2703,1,5,24,1,0,3,0,5,3,830,2,1,4,879,1,0,4,4,0,3,4,3,1,1,0,108,9,4,42.028002,74,87000,904302020
2704,2,5,24,5,0,3,2,2,2,1073,0,1,4,1073,2,0,4,4,0,3,4,3,1,2,0,120,9,4,42.027997,6,157000,904302030
2705,2,5,21,2,51,3,1,5,3,1051,2,1,4,1382,1,1,4,6,1,4,0,3,2,2,0,82,9,4,42.033521,47,148000,905100030
2706,0,5,21,2,0,3,3,3,4,0,4,1,4,1296,2,0,4,6,0,3,3,3,2,2,0,0,9,4,42.033388,43,90000,905101330
2707,2,5,21,0,0,3,1,5,3,1059,4,1,4,1068,1,0,4,6,0,3,0,2,1,2,192,0,9,4,42.0333,47,154500,905101450
2708,2,5,21,1,305,3,1,5,0,1064,4,1,4,1064,1,0,4,6,1,5,0,3,2,2,314,48,9,4,42.03224,43,153600,905103130
2710,10,5,21,0,0,3,1,5,0,912,4,1,4,934,1,0,4,4,0,3,0,3,1,2,77,0,9,4,42.032383,46,132000,905103180
2711,2,5,21,1,0,3,1,5,3,1059,2,1,4,1059,1,0,4,6,0,3,0,0,1,2,0,88,9,0,42.031356,44,142500,905105010
2712,2,5,21,1,188,3,1,5,3,1051,4,1,4,1159,1,1,4,7,1,1,0,3,1,2,466,0,9,4,42.030611,42,158000,905106210
2713,13,5,21,0,203,3,1,5,3,672,4,1,4,1400,1,1,4,6,1,5,0,0,2,2,0,0,9,4,42.032216,32,149500,905107070
2714,2,5,21,1,450,3,1,5,3,1176,4,1,4,1458,1,1,4,7,1,5,0,3,2,2,284,0,9,4,42.030702,43,165000,905107220
2715,2,5,21,1,0,3,1,5,3,1461,2,1,4,1721,2,1,4,7,1,5,0,2,2,2,0,96,9,4,42.031362,42,180000,905107240
2717,0,5,21,1,0,3,1,2,3,1967,4,1,4,1967,2,0,4,10,0,3,0,0,2,2,170,0,9,4,42.030231,33,156500,905108090
2719,5,5,21,1,0,2,1,5,3,1052,0,1,4,1920,2,0,2,8,1,2,0,3,2,2,0,0,9,4,42.033285,52,172500,905200280
2720,2,5,21,1,67,3,1,5,3,1134,0,1,4,1803,2,0,4,8,1,5,0,2,2,2,0,0,9,4,42.03247,53,155000,905200290
