,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
2325,527166030,Two_Story_1946_and_Newer,Residential_Low_Density,63,9084,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,1998,1998,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,935,935,GasA,Good,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,Typical,8,Typ,1,Typical,Attchd,1998.0,Fin,2,462,Typical,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.639293,42.058201,176500
2326,527182020,One_Story_PUD_1946_and_Newer,Residential_Low_Density,30,3701,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,1191,1191,GasA,Typical,Y,SBrkr,1204,0,0,1204,0,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1987.0,RFn,2,461,Typical,Typical,Paved,120,70,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,-93.634231,42.059599,130000
2327,527190050,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,44,5306,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,Two_Story,Good,Good,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Good,PConc,Good,Good,No,GLQ,3,Rec,215,354,1064,GasA,Good,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,1987.0,RFn,2,504,Good,Typical,Paved,441,35,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.631572,42.059332,239000
2328,527190220,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,6563,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,CulDSac,Mod,Stone_Brook,Norm,Norm,OneFam,One_Story,Very_Good,Average,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,594,1742,GasA,Typical,Y,SBrkr,1742,0,0,1742,1,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,1985.0,RFn,2,564,Typical,Typical,Paved,114,28,234,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Normal,-93.632571,42.058136,275000
2329,527210030,Two_Story_1946_and_Newer,Residential_Low_Density,59,16023,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Excellent,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,600,Good,Excellent,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,180,1398,GasA,Excellent,Y,SBrkr,1414,1384,0,2798,1,0,3,1,3,1,Excellent,11,Typ,1,Good,BuiltIn,2005.0,Fin,3,670,Typical,Typical,Paved,182,37,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,-93.629601,42.060459,457347
2330,527210040,Two_Story_1946_and_Newer,Residential_Low_Density,60,18062,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Excellent,Average,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,662,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,1528,1528,GasA,Excellent,Y,SBrkr,1528,1862,0,3390,0,0,3,1,5,1,Excellent,10,Typ,1,Excellent,BuiltIn,2006.0,Fin,3,758,Typical,Typical,Paved,204,34,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,-93.629337,42.060527,545224
2331,527210050,Two_Story_1946_and_Newer,Residential_Low_Density,63,12292,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Excellent,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,184,Good,Typical,PConc,Excellent,Good,Gd,GLQ,3,Unf,0,889,1094,GasA,Excellent,Y,SBrkr,1102,1371,0,2473,0,0,2,1,4,1,Good,11,Typ,1,Good,BuiltIn,2006.0,Fin,3,675,Typical,Typical,Paved,246,39,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,-93.629174,42.060516,356383
2332,527212030,Two_Story_1946_and_Newer,Residential_Low_Density,85,16056,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Excellent,Average,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,1752,1992,GasA,Excellent,Y,SBrkr,1992,876,0,2868,0,0,3,1,4,1,Excellent,11,Typ,1,Good,BuiltIn,2005.0,Fin,3,716,Typical,Typical,Paved,214,108,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,-93.628607,42.061478,556581
2333,527212040,Two_Story_1946_and_Newer,Residential_Low_Density,82,12438,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466,Excellent,Typical,PConc,Excellent,Good,No,Unf,7,Unf,0,1234,1234,GasA,Excellent,Y,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,Excellent,10,Typ,1,Good,BuiltIn,2006.0,Fin,3,666,Typical,Typical,Paved,324,100,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,-93.62877,42.061008,361919
2334,527214060,Two_Story_1946_and_Newer,Residential_Low_Density,82,16052,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Excellent,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,644,1850,GasA,Excellent,Y,SBrkr,1850,848,0,2698,1,0,2,1,4,1,Excellent,11,Typ,1,Good,Attchd,2006.0,RFn,3,736,Typical,Typical,Paved,250,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,-93.627767,42.060111,535000
2335,527216010,Two_Story_1946_and_Newer,Residential_Low_Density,92,15922,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Excellent,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,550,Good,Typical,PConc,Excellent,Typical,Av,Unf,7,Unf,0,1390,1390,GasA,Excellent,Y,SBrkr,1390,1405,0,2795,0,0,3,1,4,1,Excellent,10,Typ,1,Good,BuiltIn,2005.0,Fin,3,660,Typical,Typical,Paved,272,102,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,New,Partial,-93.626337,42.059957,401179
2336,527216050,Two_Story_1946_and_Newer,Residential_Low_Density,66,13682,Pave,No_Alley_Access,Moderately_Irregular,HLS,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Excellent,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,1410,1410,GasA,Excellent,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Good,10,Typ,1,Good,BuiltIn,2006.0,Fin,3,641,Typical,Typical,Paved,192,0,37,0,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,-93.626477,42.061096,438780
2338,527250040,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,100,34650,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,TwoFmCon,One_Story,Average,Average,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,Rec,6,Unf,0,0,1056,GasA,Typical,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1955.0,Fin,2,572,Typical,Typical,Paved,264,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,WD ,Normal,-93.625169,42.056702,145000
2339,527252090,One_Story_PUD_1946_and_Newer,Residential_Low_Density,60,8147,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,230,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,523,1714,GasA,Excellent,Y,SBrkr,1714,0,0,1714,1,0,2,0,2,1,Good,7,Typ,1,Good,Attchd,2005.0,Fin,2,517,Typical,Typical,Paved,156,55,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,-93.63007,42.058563,318000
2340,527254070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,69,11302,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Very_Good,Average,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,392,1814,GasA,Excellent,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Good,7,Typ,1,Typical,Attchd,2005.0,Fin,3,758,Typical,Typical,Paved,180,75,0,0,120,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,-93.624062,42.059947,319000
2341,527256120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,18261,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Excellent,Average,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,494,1910,GasA,Excellent,Y,SBrkr,2000,0,0,2000,1,0,2,1,3,1,Excellent,8,Typ,2,Good,Attchd,2005.0,Unf,3,722,Typical,Typical,Paved,351,102,0,0,123,0,No_Pool,No_Fence,None,0,9,2006,WD ,Normal,-93.628269,42.058816,470000
2342,527301010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,14145,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Good,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,Typical,CBlock,Good,Typical,Mn,ALQ,1,Unf,0,995,1208,GasA,Excellent,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Good,8,Typ,0,No_Fireplace,Attchd,1984.0,RFn,2,440,Typical,Typical,Paved,108,45,0,0,0,0,No_Pool,No_Fence,Shed,400,5,2006,WD ,Normal,-93.638026,42.055607,202500
2343,527302080,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,13837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Good,Average,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178,Good,Good,PConc,Good,Good,No,GLQ,3,LwQ,202,0,1204,GasA,Good,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Good,9,Typ,0,No_Fireplace,Attchd,1988.0,Unf,3,786,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,-93.637874,42.054367,229000
2345,527327080,Two_Story_1946_and_Newer,Residential_Low_Density,0,18800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Typical,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,84,796,GasA,Typical,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,1976.0,Fin,2,566,Typical,Typical,Paved,306,111,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.631515,42.054956,190000
2347,527354040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Average,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,916,1845,GasA,Good,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1988.0,Fin,2,604,Typical,Typical,Paved,197,39,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.635486,42.05327,241500
2348,527355060,Two_Story_1946_and_Newer,Residential_Low_Density,81,10530,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosA,Norm,OneFam,Two_Story,Good,Average,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,945,945,GasA,Typical,Y,SBrkr,945,912,0,1857,0,0,2,1,4,1,Typical,8,Typ,1,Typical,Attchd,1978.0,RFn,2,482,Typical,Typical,Paved,400,105,0,0,0,0,No_Pool,Good_Privacy,None,0,7,2006,WD ,Normal,-93.6353259,42.0524029,188900
2354,527375160,Split_or_Multilevel,Residential_Low_Density,81,10530,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248,Typical,Typical,CBlock,Typical,Fair,No,ALQ,1,Unf,0,127,675,GasA,Typical,Y,SBrkr,1109,766,0,1875,0,0,3,0,3,1,Good,8,Typ,1,Typical,Attchd,1975.0,RFn,2,485,Typical,Typical,Paved,48,28,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.632369,42.052362,184500
2355,527376090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,268,1056,GasA,Excellent,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1975.0,RFn,2,495,Typical,Typical,Paved,0,88,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2006,WD ,Normal,-93.630348,42.052522,153500
2357,527377030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,LwQ,377,0,1040,GasA,Fair,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Good,5,Typ,1,Fair,Attchd,1974.0,RFn,2,484,Typical,Typical,Paved,265,0,0,0,0,648,Fair,Good_Privacy,None,0,1,2006,WD ,Normal,-93.630289,42.04977,181000
2358,527378010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,348,1103,GasA,Typical,Y,SBrkr,1103,0,0,1103,0,0,2,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1974.0,Unf,2,462,Typical,Typical,Paved,295,84,0,0,0,0,No_Pool,Good_Wood,None,0,6,2006,WD ,Normal,-93.631162,42.049608,155000
2359,527402210,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,15870,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,BLQ,2,Rec,791,230,1096,GasA,Excellent,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1969.0,Fin,1,299,Typical,Typical,Paved,240,32,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Abnorml,-93.62626,42.055131,138800
2360,527402380,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9353,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Average,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,864,864,GasA,Good,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1972.0,Unf,1,280,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2006,Oth,Abnorml,-93.625373,42.053459,116050
2361,527403120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8125,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Below_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,244,858,GasA,Typical,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.627981,42.05446,88000
2362,527404180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Below_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,LwQ,620,224,864,GasA,Typical,Y,SBrkr,874,0,0,874,0,1,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1995.0,Unf,2,576,Typical,Typical,Paved,63,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Normal,-93.627849,42.054385,97500
2363,527427210,One_Story_PUD_1946_and_Newer,Residential_High_Density,26,8773,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,536,1487,GasA,Excellent,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,Good,4,Typ,0,No_Fireplace,Attchd,2002.0,Fin,2,543,Typical,Typical,Paved,196,68,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,WD ,Normal,-93.624411,42.055319,190000
2366,527450210,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1953,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408,Typical,Typical,CBlock,Typical,Fair,No,BLQ,2,Unf,0,174,483,GasA,Typical,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1973.0,Unf,1,264,Typical,Typical,Paved,72,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.627932,42.0527019,83000
2368,527451200,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,672,672,GasA,Typical,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,Typical,7,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,201,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Abnorml,-93.627328,42.051839,91500
2370,527451450,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,207,483,GasA,Typical,Y,SBrkr,483,465,0,948,0,0,1,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1972.0,Unf,1,264,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.629877,42.051672,89000
2371,527451460,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,143,525,GasA,Good,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1972.0,Unf,1,264,Typical,Typical,Paved,352,0,0,0,0,0,No_Pool,Good_Privacy,None,0,10,2006,WD ,Normal,-93.629846,42.051673,108000
2372,527451520,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,483,483,GasA,Typical,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Typical,5,Typ,1,Poor,Attchd,1972.0,Unf,1,288,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.629516,42.051664,94500
2373,527452070,One_Story_PUD_1946_and_Newer,Residential_Low_Density,53,4043,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,BLQ,156,186,1069,GasA,Good,Y,SBrkr,1069,0,0,1069,0,1,2,0,2,1,Typical,4,Typ,1,Poor,Attchd,1975.0,RFn,2,440,Typical,Typical,Paved,0,55,0,0,225,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.627169,42.050595,146300
2374,527452290,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,7514,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,ALQ,1,Rec,108,462,943,GasA,Typical,Y,SBrkr,1387,0,0,1387,1,0,1,0,3,1,Typical,6,Typ,1,Typical,Attchd,1974.0,RFn,1,300,Typical,Typical,Paved,0,0,240,0,0,0,No_Pool,No_Fence,None,0,9,2006,WD ,Normal,-93.628857,42.048947,145000
2375,527452310,Split_Foyer,Residential_Low_Density,68,7838,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SFoyer,Average,Average,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,95,864,GasA,Typical,Y,SBrkr,900,0,0,900,1,0,1,0,3,1,Typical,6,Typ,1,Poor,Attchd,1967.0,RFn,1,288,Typical,Typical,Paved,175,144,0,0,0,0,No_Pool,Minimum_Wood_Wire,None,0,12,2006,WD ,Normal,-93.62895,42.048946,123000
2376,527453070,One_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2280,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northpark_Villa,Norm,Norm,Twnhs,One_Story,Good,Good,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,BLQ,492,443,1055,GasA,Typical,Y,SBrkr,1055,0,0,1055,1,0,2,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,1976.0,Unf,1,319,Typical,Typical,Paved,0,29,0,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,-93.624767,42.050705,137500
2377,527455100,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2179,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,785,855,GasA,Good,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,1976.0,RFn,2,460,Typical,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.625709,42.050441,144000
